관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자
3800000-101-2016-00010,매머드익스프레스 에스케이엔(skn) 테크노파크 테크동점,215657.504440664,437557.61664539,영업/정상,2016-02-11,
3810000-101-2015-00297,매머드커피 판교점,209374.879569806,433334.937936425,영업/정상,2015-08-04,
3800000-101-2024-00021,메가엠지씨커피 모란시장사거리점,211321.984142903,436405.892298736,영업/정상,2024-02-19,
3790000-101-2006-00013,메가엠지씨(MGC)커피 성남대로점,211337.096360384,437131.231453041,영업/정상,2006-02-13,
3800000-101-1993-00101,메가엠지씨커피 (신구대점),214705.482463476,438262.130890361,영업/정상,1993-10-13,
3810000-101-2007-00307,빽다방 분당서현대명점,211000.045882242,431614.50648864,영업/정상,2007-10-05,
3810000-101-2013-00075,컴포즈 삼환하이펙스점,209708.702475852,433335.53510955,영업/정상,2013-03-08,
3790000-101-2013-00084,커피에반하다,211968.801097672,437745.215497028,영업/정상,2013-07-12,
3810000-101-2013-00264,메가엠지씨커피 야탑역1번출구점,211425.537822823,434474.106083114,영업/정상,2013-07-03,
3810000-101-2003-00444,메가엠지씨커피 분당중탑점,212198.078247431,434398.468247778,영업/정상,2003-11-20,
3790000-101-2004-00017,빽다방 성남수진점,211619.78245587,437632.885855469,영업/정상,2004-02-11,
3810000-101-2008-00121,빽다방 야탑역대덕점,211425.537822823,434474.106083114,영업/정상,2008-05-06,
3810000-101-2023-00210,메가엠지씨커피 수내양지마을점,210266.615561066,430478.681449364,영업/정상,2023-05-08,
3790000-101-2020-00046,컴포즈커피위례역점,212167.030245381,440372.250563124,영업/정상,2020-03-24,
3810000-101-2019-00360,감성커피 판교H스퀘어점,209549.874547889,433248.085400252,영업/정상,2019-11-05,
3810000-101-2024-00278,매머드 익스프레스 정자한솔마을점,210134.637941368,429264.635322598,영업/정상,2024-06-25,
3810000-101-2019-00399,메가엠지씨커피 분당효자점,212010.939635011,430262.292019437,영업/정상,2019-11-22,
3790000-101-2024-00160,이디야커피 판교고등점,208314.499498477,436276.350039883,영업/정상,2024-09-27,
3970000-101-2020-00022,빽다방 과천렉스타운점,199269.075284699,436238.891126233,영업/정상,2020-10-20,
3970000-101-2024-00129,매머드 익스프레스 과천크리에이션타워점,197932.908071196,434791.166887902,영업/정상,2024-09-26,
4010000-101-2021-00429,감성커피시흥능곡점,182790.329283406,429328.660942556,폐업,2021-06-10,2022-10-27
4010000-101-2008-00230,커피에반하다대야2호점,181422.46747248,437741.39471819,폐업,2008-06-26,2022-02-28
4010000-101-2021-00767,감성커피시흥배곧점,175915.145793566,429610.353480401,폐업,2021-10-19,2022-06-28
4010000-101-2022-00300,컴포즈시흥장곡메디프라자점,181256.968168917,430769.648672135,영업/정상,2022-05-11,
4010000-101-2022-00337,이디야커피능곡중앙점,182800.783926613,429794.882209076,영업/정상,2022-05-20,
4010000-101-2022-00538,컴포즈커피시흥대야점,181748.658912698,438705.271527649,영업/정상,2022-07-29,
4010000-101-2022-00473,매머드익스프레스시흥장곡점,181268.875221092,430651.776551747,영업/정상,2022-07-11,
4010000-101-2021-00277,메가엠지씨커피시흥시청점,182361.150055613,431039.277347661,영업/정상,2021-04-22,
4010000-101-2022-00746,메가엠지씨커피시흥매화산단점,184026.324170034,434658.827539619,영업/정상,2022-10-20,
4010000-101-2022-00632,메가엠지씨커피시흥능곡중앙점,182797.602815596,429736.612172713,영업/정상,2022-09-07,
4010000-101-2003-00262,빽다방시흥정왕유천점,177599.536956559,426121.141779373,영업/정상,2003-05-14,
4010000-101-2020-00602,만랩커피시흥시청점,182254.878094963,431123.161529973,영업/정상,2020-09-01,
4010000-101-2015-00398,이디야(오이도점),172559.252734815,427366.767886654,영업/정상,2015-09-09,
4010000-101-2014-00173,커피에반하다(시흥하중점),182761.864659283,432086.198769672,영업/정상,2014-06-24,
4010000-101-2001-00630,메가엠지씨커피시흥대야댓골점,181167.713753089,438106.903983907,영업/정상,2001-11-09,
4010000-101-2008-00165,이디야시흥시화점,175417.656719379,428065.936335703,영업/정상,2008-05-08,
4010000-101-2021-00947,컴포즈커피시흥하중점,182194.531948233,433091.942227834,영업/정상,2021-12-22,
4010000-101-2022-00062,감성커피앤센트럴푸르지오점,181327.055829927,437611.716007368,영업/정상,2022-02-03,
4010000-101-2019-00758,이디야커피시흥정왕엠티브이점,174605.774337887,423641.761744687,영업/정상,2019-12-04,
4010000-101-2024-00716,빽다방시흥배곧한라점,175019.644318511,428855.298740062,영업/정상,2024-11-07,
4010000-101-2022-00208,컴포즈커피시흥월곶점,177058.514988114,432258.455022987,영업/정상,2022-04-06,
4010000-101-2023-00503,메가엠지씨커피시흥물왕호수점,186222.551220145,430495.748452987,영업/정상,2023-07-19,
3891000-101-2021-00116,감성커피(원종점),182707.447978353,446692.924575865,폐업,2021-03-02,2024-01-03
3881000-101-2023-00280,커피에반하다,178196.398447754,442615.982026274,폐업,2023-05-02,2023-11-07
3871000-101-2002-17536,커피에반하다(신중동역점),179749.391112331,444404.442186496,폐업,2002-07-19,2021-12-21
3881000-101-2024-00196,빽다방 부천송내사회체육관점,179384.942716438,442421.939064233,영업/정상,2024-12-23,
3891000-101-2020-00199,메가엠지씨커피부천여월점,181884.74964145,446439.837875901,영업/정상,2020-05-06,
3891000-101-2022-00156,컴포즈커피 부천신흥시장점,179583.41,446047.958,영업/정상,2022-04-05,
3891000-101-2019-00608,메가엠지씨커피 성곡동행정복지센터점,182637.528688563,446062.398105968,영업/정상,2019-09-23,
3871000-101-2021-00232,컴포즈커피 부천춘의점,181302.785264815,444399.63386876,영업/정상,2021-04-21,
3871000-101-2022-00444,커피에반하다,180917.120619014,445203.760932596,영업/정상,2022-08-01,
3881000-101-2011-33089,이디야 소사본동점,182529.189144142,441200.050280941,영업/정상,2011-07-15,
3871000-101-2022-00111,메가엠지씨커피 부천상일사거리점,178040.818427653,444312.194599002,영업/정상,2022-03-18,
3871000-101-2021-00649,컴포즈커피부천상동북부점,178170.903829042,445043.834754535,영업/정상,2021-10-20,
3881000-101-2020-00017,메가엠지씨커피 부천건주병원점,183613.244119031,442459.886190557,영업/정상,2020-01-10,
3881000-101-2022-00571,메가엠지씨커피 송내남부역점,178148.647556272,442711.537501563,영업/정상,2022-09-26,
3881000-101-2023-00511,빽다방 부천소새울역점,181922.918865115,440798.966669196,영업/정상,2023-08-01,
3871000-101-2002-17704,컴포즈커피(부천도당점),181379.740401152,446440.263716768,영업/정상,2002-09-05,
3881000-101-2024-00011,메가엠지씨커피부천괴안삼거리점,182730.979948666,442058.428350426,영업/정상,2024-01-24,
3871000-101-2016-38160,감성커피 부천상동점,178156.560320666,444798.495006961,영업/정상,2016-01-08,
3871000-101-2014-35775,이디야 상3동점,177832.570651833,445094.255389699,영업/정상,2014-01-29,
3871000-101-2012-33449,이디야(부천시청역점),179053.570111173,444797.830442802,영업/정상,2012-01-26,
3871000-101-2012-33458,이디야(역곡북부역점),183317.77835362,442695.876198102,영업/정상,2012-02-02,
3871000-101-2015-37385,메가엠지씨커피 부천위브점,180230.147459412,444378.254519656,영업/정상,2015-07-28,
3871000-101-2014-36495,백종원의 빽다방,181439.374431757,443476.017875064,영업/정상,2014-12-18,
3871000-101-2015-37500,메가엠지씨커피부천심원중점,180761.478924974,444346.86583555,영업/정상,2015-09-30,
3871000-101-2014-36324,빽다방 부천강남시장점,180481.243694398,445060.45627857,영업/정상,2014-09-26,
3871000-101-2007-26740,메가엠지씨커피 부천가톨릭대점,182679.289539068,442704.614357621,영업/정상,2007-04-02,
3881000-101-2024-00115,이디야역곡남부역점,183213.665567153,442488.861130868,영업/정상,2024-07-05,
5560000-101-2003-00762,이디야(광덕로지점),184933.093702504,423266.254566763,폐업,2003-10-09,2018-12-31
3930000-101-2018-00030,메가엠지씨커피 대부도점,162047.945933658,420506.909674228,영업/정상,2018-11-15,
5560000-101-2022-00224,컴포즈커피 안산제1종합시장점,182528.570604292,426722.925669933,영업/정상,2022-08-23,
5550000-101-2022-00150,메가엠지씨커피 안산본오사거리점,188144.459149988,421660.888673751,영업/정상,2022-08-22,
5560000-101-2022-00248,메가엠지씨커피 안산타원타크라점,178755.331085393,424666.334568579,영업/정상,2022-09-22,
5550000-101-2022-00178,메가엠지씨커피반월역점,191488.355450801,423322.375925647,영업/정상,2022-10-05,
5560000-101-2021-00130,감성커피 안산단원공단,180321.102135513,424608.713198081,영업/정상,2021-04-29,
5560000-101-2004-00186,메가엠지씨커피 안산고잔역점,184326.0,423654.625,영업/정상,2004-04-07,
5560000-101-2016-00056,메가엠지씨커피 안산초지중앙점,183379.619849692,422143.413283603,영업/정상,2016-03-23,
5550000-101-2012-00162,메가엠지씨커피 상록구청점,186399.736377112,422221.770988527,영업/정상,2012-09-25,
5550000-101-2013-00221,이디야커피 안산석호로점,187108.597786601,421355.820198047,영업/정상,2013-10-16,
5550000-101-2015-00260,컴포즈커피 안산월피공원점,186187.644480766,425219.461838627,영업/정상,2015-12-21,
5560000-101-2017-00069,메가엠지씨커피 안산서울예대점,185621.040614442,425439.473010137,영업/정상,2017-04-13,
5560000-101-2007-00048,이디야,185617.609879423,423614.052555144,영업/정상,2007-01-31,
5550000-101-2010-00064,메가엠지씨커피안산성포역점,186293.776540834,425264.837126975,영업/정상,2010-03-23,
5560000-101-2024-00125,메가엠지씨커피 안산반달섬점,176548.529566621,422510.674802967,영업/정상,2024-05-20,
5560000-101-2015-00307,메가엠지씨커피 안산문화광장점,184925.818678247,423160.666992721,영업/정상,2015-11-10,
3990000-101-2021-00276,컴포즈커피 별내메트로망점,211108.586123775,460409.888507866,폐업,2021-04-19,2023-03-10
3990000-101-2022-00796,컴포즈커피 별내로데오점,210605.957852097,460721.311237719,폐업,2022-12-07,2024-11-20
3990000-101-2022-00141,감성커피(별내북부점),210293.755569206,462687.73674692,폐업,2022-03-22,2023-08-16
3990000-101-2019-00048,커피에반하다(다산점),213582.50162668,458106.159052689,폐업,2019-01-30,2022-04-29
3990000-101-2024-00730,메가엠지씨커피 퇴계원관사점,212643.6378399,461438.247092144,영업/정상,2024-11-20,
3990000-101-2023-00718,빽다방 정약용도서관점,214605.008070862,456711.525649083,영업/정상,2023-11-07,
3990000-101-2022-00460,컴포즈커피 남양주오남진주점,218534.315630601,464964.485934611,영업/정상,2022-08-08,
3990000-101-2022-00492,빽다방 남양주사능점,215607.068656125,461876.31133571,영업/정상,2022-08-19,
3990000-101-2022-00411,매머드 익스프레스 다산아이파크점,213769.859952467,458309.532931143,영업/정상,2022-07-18,
3990000-101-2021-00240,메가커피 별내카페거리점,210984.9,461731.265,영업/정상,2021-04-09,
3990000-101-2022-00523,메가엠지씨커피 호평마을점,222425.058303945,461583.470647906,영업/정상,2022-09-05,
3990000-101-2020-00729,빽다방 다산롯데캐슬점,213598.002881447,458173.820710851,영업/정상,2020-11-13,
3990000-101-2015-00410,이디야커피 사능점,215668.92078587,461839.940217296,영업/정상,2015-08-07,
3990000-101-2003-00426,더벤티묵현점,224200.364623384,461659.649156044,영업/정상,2003-11-06,
3990000-101-2014-00396,메가엠지씨커피 오남점,218421.978966351,464205.750693554,영업/정상,2014-08-04,
3990000-101-2023-00136,컴포즈커피 별내메트로망점,211108.586123775,460409.888507866,영업/정상,2023-03-10,
3990000-101-2018-00114,빽다방 남양주오남한신점,218446.30690336,464436.147650114,영업/정상,2018-04-03,
3990000-101-2005-00223,이디야(남양주청학리점),210325.218912609,467364.511170015,영업/정상,2005-06-18,
3990000-101-2014-00595,메가엠지씨커피 별내중앙점,209916.250321232,460844.848417585,영업/정상,2014-10-28,
3990000-101-2002-00377,컴포즈커피 덕소강변중앙점,218497.483694514,453614.59827902,영업/정상,2002-11-11,
3990000-101-2024-00571,빽다방 퇴계원중학교점,212458.996635239,461046.344691196,영업/정상,2024-09-20,
3990000-101-2019-00489,메가엠지씨커피 남양주창현초점,226881.173713594,460468.783690435,영업/정상,2019-08-29,
3990000-101-2019-00250,더벤티 남양주장현점,215798.72536768,468245.909957332,영업/정상,2019-05-03,
4020000-101-2022-00087,감성커피 군포당동점,195163.526279183,428028.53449304,폐업,2022-05-17,2025-02-20
4020000-101-2022-00130,감성커피 산본역점,193989.849765502,428572.987967799,폐업,2022-06-28,2024-04-03
4020000-101-2018-00075,더벤티산본점,193813.89855592,428569.179365365,폐업,2018-06-14,2022-02-14
4020000-101-2011-00177,빽다방금정역점,194833.821102886,429974.73914284,영업/정상,2011-11-28,
4020000-101-2012-00165,빽다방군포당정역은하점,195045.067385555,427140.561683603,영업/정상,2012-12-26,
4020000-101-2022-00253,메가엠지씨커피 군포당동우체국점,195045.703308991,427602.152635362,영업/정상,2022-12-21,
4020000-101-2021-00197,컴포즈군포당동점,195029.15407981,427542.938147054,영업/정상,2021-10-25,
4020000-101-2022-00002,메가엠지씨커피 군포역2번출구점,195441.595582162,428009.357764049,영업/정상,2022-01-04,
5590000-101-2022-00240,메가엠지씨커피 옥정노블랜드점,208579.669351626,479845.5994865,영업/정상,2022-09-02,
5590000-101-2020-00115,메가엠지씨커피 양주장흥점,194659.349488774,468257.191883748,영업/정상,2020-05-18,
5590000-101-2020-00027,컴포즈커피 양주덕정점,205429.237745616,482334.313900972,영업/정상,2020-02-07,
5590000-101-2015-00149,컴포즈커피 옥정제일풍경채점,208614.601702039,480125.621069722,영업/정상,2015-08-26,
5590000-101-2016-00160,컴포즈커피 양주광적점,198533.63676926,480312.991364799,영업/정상,2016-10-18,
5590000-101-1996-00167,메가엠지씨커피 양주백석점,199194.911316199,476022.938182759,영업/정상,1996-12-16,
4170000-104-2017-00055,이디야커피 양평파크점,245185.473337362,443255.714527931,영업/정상,2017-09-13,
4030000-104-2012-00056,빽다방 의왕계원예대점,197786.609233422,430773.049025715,영업/정상,2012-12-07,
4030000-104-2012-00026,커피에반하다,197278.488479294,428497.443191575,영업/정상,2012-07-09,
4030000-104-2013-00036,이디야커피 의왕오전점,197084.875296744,428501.899732177,영업/정상,2013-12-13,
4170000-104-2018-00025,이디야커피(양평용문중앙점),252297.634090928,442640.897303108,영업/정상,2018-05-15,
4040000-104-2018-00015,메가커피 하남미사점,216295.48862466,451861.168196667,영업/정상,2018-02-28,
4030000-104-2016-00025,빽다방 의왕포일프라자점,198626.555262447,432700.719500674,영업/정상,2016-06-24,
4070000-104-2011-00025,이디야 이천몰점,240622.258190291,421449.129399305,영업/정상,2011-06-13,
4070000-104-2011-00032,메가커피 이천터미널점,239523.54738501,419631.309728314,영업/정상,2011-06-22,
4070000-104-2015-00031,이디야커피 갈산동점,240364.80010551,420490.928490264,영업/정상,2015-04-28,
4070000-104-2017-00069,메가엠지씨커피 이천중앙점,239188.331944435,419952.45516589,영업/정상,2017-07-11,
3850000-104-2013-00056,커피에반하다 안양인덕원점,198022.186410668,432396.097930371,영업/정상,2013-05-01,
